taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,ETM.manual.fix,MJI suggested fix
10123,rebkin2,avibase-F103AAE1,Red-backed Kingfisher,Todiramphus_pyrrhopygius,Todiramphus,Alcedinidae (Kingfishers),,,,,
10124,forkin1,avibase-31B7FC11,Forest Kingfisher,Todiramphus_macleayii,Todiramphus,Alcedinidae (Kingfishers),,,,,
10128,nebkin1,avibase-9487A526,New Britain Kingfisher,Todiramphus_albonotatus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10129,ultkin1,avibase-37921A66,Ultramarine Kingfisher,Todiramphus_leucopygius,Todiramphus,Alcedinidae (Kingfishers),,,,,
10130,chbkin1,avibase-5EB42312,Vanuatu Kingfisher,Todiramphus_farquhari,Todiramphus,Alcedinidae (Kingfishers),,,,,
10131,markin2,avibase-ED3D4981,Marquesan Kingfisher,Todiramphus_godeffroyi,Todiramphus,Alcedinidae (Kingfishers),,,,,
10132,mankin1,avibase-398E3D2F,Mewing Kingfisher,Todiramphus_ruficollaris,Todiramphus,Alcedinidae (Kingfishers),,,,,
10133,tahkin1,avibase-D42C7863,Society Kingfisher,Todiramphus_veneratus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10136,tuakin2,avibase-C7C7C1AE,Tuamotu Kingfisher,Todiramphus_gambieri,Todiramphus,Alcedinidae (Kingfishers),,,,,
10139,chakin2,avibase-60C7E118,Chattering Kingfisher,Todiramphus_tutus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10143,packin1,avibase-65BDC7D8,Pacific Kingfisher,Todiramphus_sacer,Todiramphus,Alcedinidae (Kingfishers),,,,,
10170,mickin4,avibase-2C302D27,Palau Kingfisher,Todiramphus_pelewensis,Todiramphus,Alcedinidae (Kingfishers),,,,,
10171,mickin1,avibase-4D9CF8EC,Guam Kingfisher,Todiramphus_cinnamominus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10172,mickin5,avibase-18B6E8CF,Pohnpei Kingfisher,Todiramphus_reichenbachii,Todiramphus,Alcedinidae (Kingfishers),,,,,
10173,flbkin1,avibase-5AAAB4E4,Flat-billed Kingfisher,Todiramphus_recurvirostris,Todiramphus,Alcedinidae (Kingfishers),,,,,
10174,colkin17,avibase-209FFC49,Colonist Kingfisher,Todiramphus_colonus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10175,colkin9,avibase-B8CCA6C7,Torresian Kingfisher,Todiramphus_sordidus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10179,sackin1,avibase-D3BC0A03,Sacred Kingfisher,Todiramphus_sanctus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10184,colkin1,avibase-5DA28D37,Collared Kingfisher,Todiramphus_chloris,Todiramphus,Alcedinidae (Kingfishers),,,,,
10201,beakin2,avibase-4B4D37C8,Beach Kingfisher,Todiramphus_saurophagus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10204,colkin2,avibase-1776C220,Mariana Kingfisher,Todiramphus_albicilla,Todiramphus,Alcedinidae (Kingfishers),,,,,
10208,melkin1,avibase-6A71A113,Melanesian Kingfisher,Todiramphus_tristrami,Todiramphus,Alcedinidae (Kingfishers),,,,,
10217,somkin1,avibase-66629E0A,Sombre Kingfisher,Todiramphus_funebris,Todiramphus,Alcedinidae (Kingfishers),,,,,
10218,talkin1,avibase-90668FE7,Talaud Kingfisher,Todiramphus_enigma,Todiramphus,Alcedinidae (Kingfishers),,,,,
10219,cibkin1,avibase-F9D8B10D,Cinnamon-banded Kingfisher,Todiramphus_australasia,Todiramphus,Alcedinidae (Kingfishers),,,,,
10226,whrkin1,avibase-E96B0BA9,White-rumped Kingfisher,Caridonax_fulgidus,Caridonax,Alcedinidae (Kingfishers),,,,,
10229,hobkin1,avibase-EC72DAC4,Hook-billed Kingfisher,Melidora_macrorrhina,Melidora,Alcedinidae (Kingfishers),,,,,
10233,moukin2,avibase-803B79B9,Moustached Kingfisher,Actenoides_bougainvillei,Actenoides,Alcedinidae (Kingfishers),,,,,
10236,ruckin1,avibase-4A150CE8,Rufous-collared Kingfisher,Actenoides_concretus,Actenoides,Alcedinidae (Kingfishers),,,,,
10240,spokin1,avibase-0FDF970A,Spotted Kingfisher,Actenoides_lindsayi,Actenoides,Alcedinidae (Kingfishers),,,,,
10243,blckin2,avibase-171AA689,Blue-capped Kingfisher,Actenoides_hombroni,Actenoides,Alcedinidae (Kingfishers),,,,,
10244,grbkin1,avibase-1D15CDDD,Green-backed Kingfisher,Actenoides_monachus,Actenoides,Alcedinidae (Kingfishers),,,,,
10247,scakin1,avibase-E26A54EC,Scaly-breasted Kingfisher,Actenoides_princeps,Actenoides,Alcedinidae (Kingfishers),,,,,
10252,yebkin1,avibase-E274D1BF,Yellow-billed Kingfisher,Syma_torotoro,Syma,Alcedinidae (Kingfishers),,,,,
10256,moukin1,avibase-A61FDDF3,Mountain Kingfisher,Syma_megarhyncha,Syma,Alcedinidae (Kingfishers),,,,,
10261,lipkin1,avibase-A82E59C9,Little Paradise-Kingfisher,Tanysiptera_hydrocharis,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10262,copkin1,avibase-76D3DC48,Common Paradise-Kingfisher,Tanysiptera_galatea,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10282,kopkin1,avibase-4D4F15A4,Kofiau Paradise-Kingfisher,Tanysiptera_ellioti,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10283,bipkin1,avibase-90BFFCDA,Biak Paradise-Kingfisher,Tanysiptera_riedelii,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10284,nupkin1,avibase-88BC28F6,Numfor Paradise-Kingfisher,Tanysiptera_carolinae,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10285,rbpkin1,avibase-9EC3410C,Red-breasted Paradise-Kingfisher,Tanysiptera_nympha,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10286,bhpkin1,avibase-1FA5EA12,Brown-headed Paradise-Kingfisher,Tanysiptera_danae,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10287,bubpak1,avibase-44A15B3E,Buff-breasted Paradise-Kingfisher,Tanysiptera_sylvia,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10290,bubpak2,avibase-72AD1390,Black-capped Paradise-Kingfisher,Tanysiptera_nigriceps,Tanysiptera,Alcedinidae (Kingfishers),,,,,
10293,giakin3,avibase-F51C1C4A,Giant Kingfisher,Megaceryle_maxima,Megaceryle,Alcedinidae (Kingfishers),,,,,
10296,crekin1,avibase-BE8DC16C,Crested Kingfisher,Megaceryle_lugubris,Megaceryle,Alcedinidae (Kingfishers),,,,,
10301,rinkin1,avibase-5EFB075F,Ringed Kingfisher,Megaceryle_torquata,Megaceryle,Alcedinidae (Kingfishers),,,,,
10306,belkin1,avibase-3558066B,Belted Kingfisher,Megaceryle_alcyon,Megaceryle,Alcedinidae (Kingfishers),,,,,
10307,piekin1,avibase-8205077F,Pied Kingfisher,Ceryle_rudis,Ceryle,Alcedinidae (Kingfishers),,,,,
10312,amakin1,avibase-331DC00B,Amazon Kingfisher,Chloroceryle_amazona,Chloroceryle,Alcedinidae (Kingfishers),,,,,
10313,ampkin1,avibase-A08C5C06,American Pygmy Kingfisher,Chloroceryle_aenea,Chloroceryle,Alcedinidae (Kingfishers),,,,,
10316,grnkin,avibase-ED7D6741,Green Kingfisher,Chloroceryle_americana,Chloroceryle,Alcedinidae (Kingfishers),,,,,
10322,garkin1,avibase-5900955B,Green-and-rufous Kingfisher,Chloroceryle_inda,Chloroceryle,Alcedinidae (Kingfishers),,,,,
10328,eurrol1,avibase-7451A628,European Roller,Coracias_garrulus,Coracias,Coraciidae (Rollers),,,,,
10331,abyrol2,avibase-E7C7EE3A,Abyssinian Roller,Coracias_abyssinicus,Coracias,Coraciidae (Rollers),,,,,
10332,librol2,avibase-9E9B6EF9,Lilac-breasted Roller,Coracias_caudatus,Coracias,Coraciidae (Rollers),,,,,
10335,ratrol2,avibase-BB456342,Racket-tailed Roller,Coracias_spatulatus,Coracias,Coraciidae (Rollers),,,,,
10336,rucrol2,avibase-2624054E,Purple Roller,Coracias_naevius,Coracias,Coraciidae (Rollers),,,,,
10339,indrol2,avibase-4F404CB9,Indian Roller,Coracias_benghalensis,Coracias,Coraciidae (Rollers),,,,,
10343,indrol3,avibase-959FEC0D,Indochinese Roller,Coracias_affinis,Coracias,Coraciidae (Rollers),,,,,
10346,puwrol1,avibase-B8895D02,Purple-winged Roller,Coracias_temminckii,Coracias,Coraciidae (Rollers),,,,,
10347,blbrol1,avibase-306C892E,Blue-bellied Roller,Coracias_cyanogaster,Coracias,Coraciidae (Rollers),,,,,
10349,brbrol1,avibase-4F01F416,Broad-billed Roller,Eurystomus_glaucurus,Eurystomus,Coraciidae (Rollers),,,,,
10355,bltrol1,avibase-8FFDE282,Blue-throated Roller,Eurystomus_gularis,Eurystomus,Coraciidae (Rollers),,,,,
10358,dollar1,avibase-924BAB9C,Dollarbird,Eurystomus_orientalis,Eurystomus,Coraciidae (Rollers),,,,,
10369,purrol1,avibase-7852EFAE,Azure Roller,Eurystomus_azureus,Eurystomus,Coraciidae (Rollers),,,,,
10371,scagrr1,avibase-7821A1F0,Scaly Ground-Roller,Geobiastes_squamiger,Geobiastes,Brachypteraciidae (Ground-Rollers),,,,,
10372,slgrol1,avibase-E86394DA,Short-legged Ground-Roller,Brachypteracias_leptosomus,Brachypteracias,Brachypteraciidae (Ground-Rollers),,,,,
10373,ltgrol1,avibase-88D07E4B,Long-tailed Ground-Roller,Uratelornis_chimaera,Uratelornis,Brachypteraciidae (Ground-Rollers),,,,,
10374,plgrol1,avibase-D5C06D94,Pitta-like Ground-Roller,Atelornis_pittoides,Atelornis,Brachypteraciidae (Ground-Rollers),,,,,
10375,rhgrol1,avibase-9D600C9B,Rufous-headed Ground-Roller,Atelornis_crossleyi,Atelornis,Brachypteraciidae (Ground-Rollers),,,,,
10377,whnpuf2,avibase-6CC108F6,White-necked Puffbird,Notharchus_hyperrhynchus,Notharchus,Bucconidae (Puffbirds),"Notharchus_hyperrhynchus, Notharchus_macrorhynchos, Notharchus_swainsoni",,"Closely related to N. swainsoni, with which usually regarded as conspecific. Until recently was considered conspecific with N. macrorhynchos, but",,
10380,guipuf1,avibase-19CE1F0F,Guianan Puffbird,Notharchus_macrorhynchos,Notharchus,Bucconidae (Puffbirds),,,,,
10381,bubpuf1,avibase-5D3D72E1,Buff-bellied Puffbird,Notharchus_swainsoni,Notharchus,Bucconidae (Puffbirds),"Notharchus_hyperrhynchus, Notharchus_macrorhynchos, Notharchus_swainsoni",,"Closely related to N. swainsoni, with which usually regarded as conspecific. Until recently was considered conspecific with N. macrorhynchos, but",,
10382,blbpuf1,avibase-E2F43007,Black-breasted Puffbird,Notharchus_pectoralis,Notharchus,Bucconidae (Puffbirds),"Notharchus; Notharchus_pectoralis, Notharchus_ordii",,MJI five-species genus match,,
10383,brbpuf1,avibase-6CA1819D,Brown-banded Puffbird,Notharchus_ordii,Notharchus,Bucconidae (Puffbirds),"Notharchus; Notharchus_pectoralis, Notharchus_ordii",,MJI five-species genus match,,
10384,piepuf1,avibase-70D5AC76,Pied Puffbird,Notharchus_tectus,Notharchus,Bucconidae (Puffbirds),,,,,
10389,chcpuf1,avibase-C22326DF,Chestnut-capped Puffbird,Bucco_macrodactylus,Bucco,Bucconidae (Puffbirds),,,,,
10390,spopuf1,avibase-EE7CBD36,Spotted Puffbird,Bucco_tamatia,Bucco,Bucconidae (Puffbirds),,,,,
10394,socpuf1,avibase-C10F8D95,Sooty-capped Puffbird,Bucco_noanamae,Bucco,Bucconidae (Puffbirds),"Bucco; Bucco_tamatia, Bucco_noanamae",Nystalus,"Bucco is paraphyletic but Nystalus seems like a strong clade, so make sure it doesn't get broken",,
10395,colpuf1,avibase-6D419BE7,Collared Puffbird,Bucco_capensis,Bucco,Bucconidae (Puffbirds),,,,,
10396,barpuf1,avibase-4B154EA6,Barred Puffbird,Nystalus_radiatus,Nystalus,Bucconidae (Puffbirds),"Nystalus; Nystalus_radiatus, Nystalus_obamai, Nystalus_striolatus",,May be closely related to N. striolatus.,,
10397,wespuf1,avibase-012084A9,Western Striolated-Puffbird,Nystalus_obamai,Nystalus,Bucconidae (Puffbirds),"Nystalus; Nystalus_radiatus, Nystalus_obamai, Nystalus_striolatus",,,,
10398,strpuf1,avibase-427AF246,Eastern Striolated-Puffbird,Nystalus_striolatus,Nystalus,Bucconidae (Puffbirds),,,,,
10401,whepuf1,avibase-10A76478,White-eared Puffbird,Nystalus_chacuru,Nystalus,Bucconidae (Puffbirds),,,,,
10404,spbpuf1,avibase-B591C29D,Spot-backed Puffbird,Nystalus_maculatus,Nystalus,Bucconidae (Puffbirds),,,,,
10407,rutpuf1,avibase-C98A8A1B,Russet-throated Puffbird,Hypnelus_ruficollis,Hypnelus,Bucconidae (Puffbirds),"Bucco_capensis, Hypnelus_ruficollis, Hypnelus_bicinctus; Hypnelus_ruficollis, Hypnelus_bicinctus",,Hypnelus ruficollis and the formerly conspecific Hypnelus bicinctus have recently been suggested to be sister to Collared Puffbird (Bucco capensis),,
10411,rutpuf3,avibase-7E41141D,Two-banded Puffbird,Hypnelus_bicinctus,Hypnelus,Bucconidae (Puffbirds),"Bucco_capensis, Hypnelus_ruficollis, Hypnelus_bicinctus; Hypnelus_ruficollis, Hypnelus_bicinctus",,,,
10416,whcpuf1,avibase-6D14FBBA,White-chested Puffbird,Malacoptila_fusca,Malacoptila,Bucconidae (Puffbirds),,,,,
10417,sempuf1,avibase-F767642A,Semicollared Puffbird,Malacoptila_semicincta,Malacoptila,Bucconidae (Puffbirds),,,,,
10418,crcpuf1,avibase-14169477,Crescent-chested Puffbird,Malacoptila_striata,Malacoptila,Bucconidae (Puffbirds),,,,,
10421,runpuf1,avibase-ECC19533,Rufous-necked Puffbird,Malacoptila_rufa,Malacoptila,Bucconidae (Puffbirds),,,,,
10424,whwpuf1,avibase-46451CCE,White-whiskered Puffbird,Malacoptila_panamensis,Malacoptila,Bucconidae (Puffbirds),,,,,
10429,blspuf1,avibase-0C9C7247,Black-streaked Puffbird,Malacoptila_fulvogularis,Malacoptila,Bucconidae (Puffbirds),,,,,
10433,moupuf1,avibase-C1804C72,Moustached Puffbird,Malacoptila_mystacalis,Malacoptila,Bucconidae (Puffbirds),"Malacoptila; Malacoptila_panamensis, Malacoptila_fulvogularis, Malacoptila_mystacalis",,Probably closely related to M. panamensis and M. fulvogularis.,,
10434,lanmon1,avibase-BF431930,Lanceolated Monklet,Micromonacha_lanceolata,Micromonacha,Bucconidae (Puffbirds),Bucconidae (Puffbirds),Notharchus; Bucco; Nystalus; Malacoptila; Nonnula; Hapaloptila; Monasa; Chelidoptera,,,
10435,rubnun1,avibase-5A555E8C,Rusty-breasted Nunlet,Nonnula_rubecula,Nonnula,Bucconidae (Puffbirds),,,,,
10443,fucnun1,avibase-5452880D,Fulvous-chinned Nunlet,Nonnula_sclateri,Nonnula,Bucconidae (Puffbirds),"Nonnula_rubecula, Nonnula_sclateri, Nonnula_brunnea",,"Phylogenetic relationships within Nonnula have not been investigated; sclateri typically has been considered to be related to Nonnula rubecula (Rusty-breasted Nunlet) and Nonnula brunnea (Brown Nunlet) (Hellmayr 1907, Rasmussen and Collar 2002).",,
10444,bronun1,avibase-76D78C1C,Brown Nunlet,Nonnula_brunnea,Nonnula,Bucconidae (Puffbirds),"Nonnula_rubecula, Nonnula_sclateri, Nonnula_brunnea",,,,
10445,gycnun1,avibase-DCC2CCEB,Gray-cheeked Nunlet,Nonnula_frontalis,Nonnula,Bucconidae (Puffbirds),"Nonnula_frontalis, Nonnula_ruficapilla, Nonnula_amaurocephala",,"Closely related to N. ruficapilla and N. amaurocephala; has at times been treated as conspecific with former, and also with N. brunnea.",,
10449,rucnun1,avibase-C6EC8B37,Rufous-capped Nunlet,Nonnula_ruficapilla,Nonnula,Bucconidae (Puffbirds),,,,,
10454,chhnun1,avibase-77C2E107,Chestnut-headed Nunlet,Nonnula_amaurocephala,Nonnula,Bucconidae (Puffbirds),"Nonnula_frontalis, Nonnula_ruficapilla, Nonnula_amaurocephala",,,,
10456,whfnun2,avibase-4DA23B0B,White-faced Nunbird,Hapaloptila_castanea,Hapaloptila,Bucconidae (Puffbirds),Bucconidae (Puffbirds),Notharchus; Bucco; Nystalus; Malacoptila; Nonnula; Micromonacha; Monasa; Chelidoptera,,,
10457,blanun1,avibase-AD7DEF16,Black Nunbird,Monasa_atra,Monasa,Bucconidae (Puffbirds),,,,,
10458,blfnun1,avibase-BB158D41,Black-fronted Nunbird,Monasa_nigrifrons,Monasa,Bucconidae (Puffbirds),,,,,
10461,whfnun1,avibase-567942CC,White-fronted Nunbird,Monasa_morphoeus,Monasa,Bucconidae (Puffbirds),,,,,
10472,yebnun1,avibase-0C64158A,Yellow-billed Nunbird,Monasa_flavirostris,Monasa,Bucconidae (Puffbirds),,,,,
10474,swwpuf1,avibase-B2B4CA58,Swallow-winged Puffbird,Chelidoptera_tenebrosa,Chelidoptera,Bucconidae (Puffbirds),,,,,
10480,whejac1,avibase-E3EC251C,White-eared Jacamar,Galbalcyrhynchus_leucotis,Galbalcyrhynchus,Galbulidae (Jacamars),Galbulidae (Jacamars); Galbalcyrhynchus,Brachygalba; Jacamaralcyon; Galbula; Jacamerops,,,
10481,purjac2,avibase-46E97893,Purus Jacamar,Galbalcyrhynchus_purusianus,Galbalcyrhynchus,Galbulidae (Jacamars),Galbulidae (Jacamars); Galbalcyrhynchus,Brachygalba; Jacamaralcyon; Galbula; Jacamerops,,,
10482,whtjac1,avibase-D4AF382C,White-throated Jacamar,Brachygalba_albogularis,Brachygalba,Galbulidae (Jacamars),,,,,
10483,brojac2,avibase-8B22F11F,Brown Jacamar,Brachygalba_lugubris,Brachygalba,Galbulidae (Jacamars),,,PCR: very surprising if lugubris is not closely related to the other Brachygalba,,
10492,pahjac1,avibase-F3E3C721,Pale-headed Jacamar,Brachygalba_goeringi,Brachygalba,Galbulidae (Jacamars),"Brachygalba_lugubris, Brachygalba_goeringi",,MJI four-species genus match,,
10493,dubjac1,avibase-26E37EC3,Dusky-backed Jacamar,Brachygalba_salmoni,Brachygalba,Galbulidae (Jacamars),"Brachygalba_lugubris, Brachygalba_goeringi, Brachygalba_salmoni","Brachygalba_lugubris, Brachygalba_goeringi",MJI four-species genus match,,
10494,thtjac1,avibase-4051B630,Three-toed Jacamar,Jacamaralcyon_tridactyla,Jacamaralcyon,Galbulidae (Jacamars),Galbulidae (Jacamars),Brachygalba; Galbalcyrhynchus; Galbula; Jacamerops,PCR: seems reasonable,,
10495,yebjac1,avibase-3F3135FF,Yellow-billed Jacamar,Galbula_albirostris,Galbula,Galbulidae (Jacamars),,,,,
10498,bucjac1,avibase-36F7703C,Blue-cheeked Jacamar,Galbula_cyanicollis,Galbula,Galbulidae (Jacamars),,,,,
10499,rutjac1,avibase-2EE639E9,Rufous-tailed Jacamar,Galbula_ruficauda,Galbula,Galbulidae (Jacamars),,,,,
10508,grtjac1,avibase-CC59842F,Green-tailed Jacamar,Galbula_galbula,Galbula,Galbulidae (Jacamars),,,,,
10509,whcjac1,avibase-7E2D591F,White-chinned Jacamar,Galbula_tombacea,Galbula,Galbulidae (Jacamars),"Galbula_tombacea, Galbula_cyanescens, Galbula_cyanicollis, Galbula_albirostris",,"Traditionally considered to form a species-group with G. ruficauda, G. tombacea, G. cyanescens and G. pastazae.PCR: see BOW comment on species-group",,
10512,blfjac1,avibase-F5823411,Bluish-fronted Jacamar,Galbula_cyanescens,Galbula,Galbulidae (Jacamars),,,,,
10513,cocjac2,avibase-988D86DA,Coppery-chested Jacamar,Galbula_pastazae,Galbula,Galbulidae (Jacamars),,,,,
10514,purjac1,avibase-169A7FC9,Purplish Jacamar,Galbula_chalcothorax,Galbula,Galbulidae (Jacamars),,,,,
10515,brojac1,avibase-EB348872,Bronzy Jacamar,Galbula_leucogastra,Galbula,Galbulidae (Jacamars),,,,,
10516,parjac1,avibase-FBD3D390,Paradise Jacamar,Galbula_dea,Galbula,Galbulidae (Jacamars),,,,,
10522,grejac2,avibase-268D9909,Great Jacamar,Jacamerops_aureus,Jacamerops,Galbulidae (Jacamars),,,,,
10529,yebbar1,avibase-548EE951,Western Yellow-billed Barbet,Trachylaemus_goffinii,Trachylaemus,Lybiidae (African Barbets),"Trachylaemus_goffinii, Trachylaemus_purpuratus",,Recent split,,
10532,yebbar5,avibase-80BC978E,Eastern Yellow-billed Barbet,Trachylaemus_purpuratus,Trachylaemus,Lybiidae (African Barbets),,,,,
10535,crebar1,avibase-546FA5F2,Crested Barbet,Trachyphonus_vaillantii,Trachyphonus,Lybiidae (African Barbets),Trachyphonus,"Trachyphonus_erythrocephalus, Trachyphonus_margaritatus",PCR: seems reasonable,,
10538,raybar1,avibase-570C1121,Red-and-yellow Barbet,Trachyphonus_erythrocephalus,Trachyphonus,Lybiidae (African Barbets),,,,,
10542,yebbar2,avibase-685CA6D9,Yellow-breasted Barbet,Trachyphonus_margaritatus,Trachyphonus,Lybiidae (African Barbets),"Trachyphonus_erythrocephalus, Trachyphonus_margaritatus",,"Close to T. margaritatus, with which sometimes considered conspecific; both rather closely related to T. darnaudii, less so to T. vaillantii.",,
10545,darbar1,avibase-1953C1D6,D'Arnaud's Barbet,Trachyphonus_darnaudii,Trachyphonus,Lybiidae (African Barbets),,,,,
10551,grebar2,avibase-4568986F,Green Barbet,Cryptolybia_olivacea,Cryptolybia,Lybiidae (African Barbets),,,,,
10557,gytbar1,avibase-95054CA5,Gray-throated Barbet,Gymnobucco_bonapartei,Gymnobucco,Lybiidae (African Barbets),Gymnobucco,"Gymnobucco_sladeni, Gymnobucco_peli"," MJI: MJI guess: four species and two in a clade, so this is OK",,
10560,slabar1,avibase-57F532BB,Sladen's Barbet,Gymnobucco_sladeni,Gymnobucco,Lybiidae (African Barbets),"Gymnobucco; Gymnobucco_sladeni, Gymnobucco_peli",,Closely related to G. peli; both also rather close to G. calvus. Monotypic.,,
10561,brnbar1,avibase-92757910,Bristle-nosed Barbet,Gymnobucco_peli,Gymnobucco,Lybiidae (African Barbets),"Gymnobucco; Gymnobucco_sladeni, Gymnobucco_peli",,,,
10562,nafbar1,avibase-F06B282B,Naked-faced Barbet,Gymnobucco_calvus,Gymnobucco,Lybiidae (African Barbets),,,,,
10567,whebar1,avibase-6C81D39B,White-eared Barbet,Stactolaema_leucotis,Stactolaema,Lybiidae (African Barbets),,,,,
10572,whybar1,avibase-5C629518,Whyte's Barbet,Stactolaema_whytii,Stactolaema,Lybiidae (African Barbets),,,,,
10579,ancbar1,avibase-35145A7E,Anchieta's Barbet,Stactolaema_anchietae,Stactolaema,Lybiidae (African Barbets),"Stactolaema_whytii, Stactolaema_anchietae",,,,
10583,spetin1,avibase-EEA161A8,Speckled Tinkerbird,Pogoniulus_scolopaceus,Pogoniulus,Lybiidae (African Barbets),,,,,
10587,gretin2,avibase-5238FF10,Green Tinkerbird,Pogoniulus_simplex,Pogoniulus,Lybiidae (African Barbets),,,,,
10588,moutin1,avibase-7BEB0003,Moustached Tinkerbird,Pogoniulus_leucomystax,Pogoniulus,Lybiidae (African Barbets),,,,,
10591,westin1,avibase-2D822644,Western Tinkerbird,Pogoniulus_coryphaea,Pogoniulus,Lybiidae (African Barbets),,,,,
10595,rertin1,avibase-90373466,Red-rumped Tinkerbird,Pogoniulus_atroflavus,Pogoniulus,Lybiidae (African Barbets),,,,,
10596,yettin1,avibase-523991EF,Yellow-throated Tinkerbird,Pogoniulus_subsulphureus,Pogoniulus,Lybiidae (African Barbets),,,,,
10600,yertin1,avibase-7749C92B,Yellow-rumped Tinkerbird,Pogoniulus_bilineatus,Pogoniulus,Lybiidae (African Barbets),,,,,
10609,reftin1,avibase-E01F4BD7,Northern Red-fronted Tinkerbird,Pogoniulus_uropygialis,Pogoniulus,Lybiidae (African Barbets),"Pogoniulus_uropygialis, Pogoniulus_pusillus",,,,
10613,reftin4,avibase-073ECE32,Southern Red-fronted Tinkerbird,Pogoniulus_pusillus,Pogoniulus,Lybiidae (African Barbets),,,,,
10614,yeftin1,avibase-2F467821,Yellow-fronted Tinkerbird,Pogoniulus_chrysoconus,Pogoniulus,Lybiidae (African Barbets),"Pogoniulus_subsulphureus, Pogoniulus_bilineatus, Pogoniulus_pusillus, Pogoniulus_chrysoconus",,,,
10619,yesbar1,avibase-56790B57,Yellow-spotted Barbet,Buccanodon_duchaillui,Buccanodon,Lybiidae (African Barbets),,,,,
10622,habbar1,avibase-915DABE2,Hairy-breasted Barbet,Tricholaema_hirsuta,Tricholaema,Lybiidae (African Barbets),,,,,
10628,refbar2,avibase-3E3AFB25,Red-fronted Barbet,Tricholaema_diademata,Tricholaema,Lybiidae (African Barbets),,,,,
10631,miobar1,avibase-73470BDF,Miombo Barbet,Tricholaema_frontata,Tricholaema,Lybiidae (African Barbets),"Tricholaema_diademata, Tricholaema_frontata, Tricholaema_leucomelas",,Closely related to T. diademata and T. leucomelas,,
