taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,needs.statement,fix.add.to,fix.do.not.break
6645,incter1,avibase-FF6C3B9C,Inca Tern,Larosterna_inca,Larosterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6646,whiter2,avibase-7AB4E42B,Whiskered Tern,Chlidonias_hybrida,Chlidonias,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6650,blfter1,avibase-37868999,Black-fronted Tern,Chlidonias_albostriatus,Chlidonias,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6651,blkter,avibase-115AF02D,Black Tern,Chlidonias_niger,Chlidonias,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6654,whwter,avibase-43CAAEE3,White-winged Tern,Chlidonias_leucopterus,Chlidonias,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6656,rivter1,avibase-A874F334,River Tern,Sterna_aurantia,Sterna,"Laridae (Gulls, Terns, and Skimmers)",Sterna,Thalasseus,,,,
6657,forter,avibase-D13B9122,Forster's Tern,Sterna_forsteri,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6658,truter,avibase-98FBF9CA,Snowy-crowned Tern,Sterna_trudeaui,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6659,arcter,avibase-BDC5CF80,Arctic Tern,Sterna_paradisaea,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6661,soater1,avibase-ECAE1DA1,South American Tern,Sterna_hirundinacea,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6662,antter1,avibase-E9C409B5,Antarctic Tern,Sterna_vittata,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6671,kerter1,avibase-754993F1,Kerguelen Tern,Sterna_virgata,Sterna,"Laridae (Gulls, Terns, and Skimmers)",Sterna,Thalasseus,,,,
6674,comter,avibase-4D2FF6F1,Common Tern,Sterna_hirundo,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6683,whcter1,avibase-CF5C013D,White-cheeked Tern,Sterna_repressa,Sterna,"Laridae (Gulls, Terns, and Skimmers)",Sterna,Thalasseus,,,,
6684,blnter1,avibase-9D6704AC,Black-naped Tern,Sterna_sumatrana,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6687,roster,avibase-74236837,Roseate Tern,Sterna_dougallii,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6694,whfter1,avibase-E1F9123B,White-fronted Tern,Sterna_striata,Sterna,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6698,blbter1,avibase-807E1277,Black-bellied Tern,Sterna_acuticauda,Sterna,"Laridae (Gulls, Terns, and Skimmers)",Sterna,Thalasseus,,,,
6701,santer1,avibase-F7504353,Sandwich Tern,Thalasseus_sandvicensis,Thalasseus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6706,eleter1,avibase-3F9E1C51,Elegant Tern,Thalasseus_elegans,Thalasseus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6709,lecter2,avibase-D01CDECD,Lesser Crested Tern,Thalasseus_bengalensis,Thalasseus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6713,royter2,avibase-CF8461BF,West African Crested Tern,Thalasseus_albididorsalis,Thalasseus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6714,royter1,avibase-719935EF,Royal Tern,Thalasseus_maximus,Thalasseus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6717,grcter1,avibase-526978C4,Great Crested Tern,Thalasseus_bergii,Thalasseus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6724,chcter2,avibase-FCEF84DC,Chinese Crested Tern,Thalasseus_bernsteini,Thalasseus,"Laridae (Gulls, Terns, and Skimmers)",,,,,,
6731,chifla1,avibase-4F28673C,Chilean Flamingo,Phoenicopterus_chilensis,Phoenicopterus,Phoenicopteridae (Flamingos),,,,,,
6732,grefla2,avibase-E3FF6313,American Flamingo,Phoenicopterus_ruber,Phoenicopterus,Phoenicopteridae (Flamingos),,,,,,
6734,grefla3,avibase-0F9B5174,Greater Flamingo,Phoenicopterus_roseus,Phoenicopterus,Phoenicopteridae (Flamingos),,,,,,
6737,lesfla1,avibase-B06A9079,Lesser Flamingo,Phoeniconaias_minor,Phoeniconaias,Phoenicopteridae (Flamingos),,,,,,
6739,andfla2,avibase-F85B3F92,Andean Flamingo,Phoenicoparrus_andinus,Phoenicoparrus,Phoenicopteridae (Flamingos),,,,,,
6740,jamfla1,avibase-5E41A832,James's Flamingo,Phoenicoparrus_jamesi,Phoenicoparrus,Phoenicopteridae (Flamingos),,,,,,
6743,whtgre3,avibase-8C75F227,White-tufted Grebe,Rollandia_rolland,Rollandia,Podicipedidae (Grebes),,,,,,
6747,titgre1,avibase-83F61B45,Titicaca Grebe,Rollandia_microptera,Rollandia,Podicipedidae (Grebes),Rollandia,,Only one choice,,,
6748,alagre1,avibase-16E62DC4,Alaotra Grebe,Tachybaptus_rufolavatus,Tachybaptus,Podicipedidae (Grebes),"Tachybaptus_rufolavatus, Tachybaptus_ruficollis, Tachybaptus_novaehollandiae, Tachybaptus_pelzelnii",,"BOW: Closest to T. ruficollis and T. novaehollandiae. Sometimes considered a race of former, with which intensive hybridization occurred",,,
6749,litgre1,avibase-215FEA89,Little Grebe,Tachybaptus_ruficollis,Tachybaptus,Podicipedidae (Grebes),,,,,,
6762,ausgre1,avibase-1ABF840F,Australasian Grebe,Tachybaptus_novaehollandiae,Tachybaptus,Podicipedidae (Grebes),,,,,,
6769,madgre1,avibase-092C1484,Madagascar Grebe,Tachybaptus_pelzelnii,Tachybaptus,Podicipedidae (Grebes),"Tachybaptus_rufolavatus, Tachybaptus_ruficollis, Tachybaptus_novaehollandiae, Tachybaptus_pelzelnii",,BOW: known to have hybridized with ruficollis,,,
6770,leagre,avibase-267BDB86,Least Grebe,Tachybaptus_dominicus,Tachybaptus,Podicipedidae (Grebes),,,,,,
6776,pibgre,avibase-9A8E55D0,Pied-billed Grebe,Podilymbus_podiceps,Podilymbus,Podicipedidae (Grebes),,,,,,
6780,atigre1,avibase-5B2C899D,Atitlan Grebe,Podilymbus_gigas,Podilymbus,Podicipedidae (Grebes),Podilymbus,,Only one choice,,,
6781,hohgre1,avibase-64866E2A,Hoary-headed Grebe,Poliocephalus_poliocephalus,Poliocephalus,Podicipedidae (Grebes),Podicipedidae (Grebes); Poliocephalus,Rollandia; Tachybaptus; Podilymbus; Podiceps; Aechmophorus,"BOW: Formerly included in Podiceps, and less frequently in Tachybaptus. The way the addition of these Poliocephalus should work is the first selected species should get added somewhere within Podicipedidae, and the other species should then get added as sister to it. I'm not quite sure how to code this yet, but in general I need to make the algorithm robust to passing clades that potentially overlap in some way, as is the case here",,,
6783,nezgre1,avibase-5DE62468,New Zealand Grebe,Poliocephalus_rufopectus,Poliocephalus,Podicipedidae (Grebes),Podicipedidae (Grebes); Poliocephalus,Rollandia; Tachybaptus; Podilymbus; Podiceps; Aechmophorus,"BOW: Formerly included in Podiceps, and less frequently in Tachybaptus. The way the addition of these Poliocephalus should work is the first selected species should get added somewhere within Podicipedidae, and the other species should then get added as sister to it. I'm not quite sure how to code this yet, but in general I need to make the algorithm robust to passing clades that potentially overlap in some way, as is the case here",,,
6784,gregre1,avibase-EA53492B,Great Grebe,Podiceps_major,Podiceps,Podicipedidae (Grebes),,,,,,
6787,horgre,avibase-018B3169,Horned Grebe,Podiceps_auritus,Podiceps,Podicipedidae (Grebes),,,,,,
6790,rengre,avibase-1CBD2CED,Red-necked Grebe,Podiceps_grisegena,Podiceps,Podicipedidae (Grebes),,,,,,
6793,grcgre1,avibase-8F269702,Great Crested Grebe,Podiceps_cristatus,Podiceps,Podicipedidae (Grebes),,,,,,
6797,eargre,avibase-32DCEC14,Eared Grebe,Podiceps_nigricollis,Podiceps,Podicipedidae (Grebes),,,,,,
6802,colgre1,avibase-A62CBDD6,Colombian Grebe,Podiceps_andinus,Podiceps,Podicipedidae (Grebes),,,,,,
6803,silgre1,avibase-C0F86DA2,Silvery Grebe,Podiceps_occipitalis,Podiceps,Podicipedidae (Grebes),,,,,,
6806,jungre1,avibase-BB1BF3D9,Junin Grebe,Podiceps_taczanowskii,Podiceps,Podicipedidae (Grebes),,,,,,
6807,hoogre1,avibase-A17592A3,Hooded Grebe,Podiceps_gallardoi,Podiceps,Podicipedidae (Grebes),,,,,,
6809,wesgre,avibase-C6E1197B,Western Grebe,Aechmophorus_occidentalis,Aechmophorus,Podicipedidae (Grebes),,,,,,
6812,clagre,avibase-D05FFEF7,Clark's Grebe,Aechmophorus_clarkii,Aechmophorus,Podicipedidae (Grebes),,,,,,
6819,hoatzi1,avibase-7E83A1B3,Hoatzin,Opisthocomus_hoazin,Opisthocomus,Opisthocomidae (Hoatzin),,,,,,
6821,kagu1,avibase-227D77FB,Kagu,Rhynochetos_jubatus,Rhynochetos,Rhynochetidae (Kagu),,,,,,
6823,sunbit1,avibase-900C590B,Sunbittern,Eurypyga_helias,Eurypyga,Eurypygidae (Sunbittern),,,,,,
6829,whttro,avibase-1D07B501,White-tailed Tropicbird,Phaethon_lepturus,Phaethon,Phaethontidae (Tropicbirds),,,,,,
6836,rebtro,avibase-7EE005BD,Red-billed Tropicbird,Phaethon_aethereus,Phaethon,Phaethontidae (Tropicbirds),,,,,,
6840,rettro,avibase-C412CD62,Red-tailed Tropicbird,Phaethon_rubricauda,Phaethon,Phaethontidae (Tropicbirds),,,,,,
6848,retloo,avibase-6C50988A,Red-throated Loon,Gavia_stellata,Gavia,Gaviidae (Loons),,,,,,
6849,arcloo,avibase-CA5852BE,Arctic Loon,Gavia_arctica,Gavia,Gaviidae (Loons),,,,,,
6852,pacloo,avibase-B7D7EF23,Pacific Loon,Gavia_pacifica,Gavia,Gaviidae (Loons),,,,,,
6854,comloo,avibase-7E022378,Common Loon,Gavia_immer,Gavia,Gaviidae (Loons),,,,,,
6855,yebloo,avibase-5349255D,Yellow-billed Loon,Gavia_adamsii,Gavia,Gaviidae (Loons),,,,,,
6860,kinpen1,avibase-827A77C7,King Penguin,Aptenodytes_patagonicus,Aptenodytes,Spheniscidae (Penguins),,,,,,
6861,emppen1,avibase-58848B71,Emperor Penguin,Aptenodytes_forsteri,Aptenodytes,Spheniscidae (Penguins),,,,,,
6862,adepen1,avibase-4A947BE7,Adelie Penguin,Pygoscelis_adeliae,Pygoscelis,Spheniscidae (Penguins),,,,,,
6863,genpen1,avibase-F2B3BF2A,Gentoo Penguin,Pygoscelis_papua,Pygoscelis,Spheniscidae (Penguins),,,,,,
6868,chipen2,avibase-75B943A3,Chinstrap Penguin,Pygoscelis_antarcticus,Pygoscelis,Spheniscidae (Penguins),,,,,,
6869,yeepen1,avibase-9DF07165,Yellow-eyed Penguin,Megadyptes_antipodes,Megadyptes,Spheniscidae (Penguins),,,,,,
6870,litpen1,avibase-151738D5,Little Penguin,Eudyptula_minor,Eudyptula,Spheniscidae (Penguins),,,,,,
6877,jacpen1,avibase-9B183BDD,African Penguin,Spheniscus_demersus,Spheniscus,Spheniscidae (Penguins),,,,,,
6878,humpen1,avibase-37FC130F,Humboldt Penguin,Spheniscus_humboldti,Spheniscus,Spheniscidae (Penguins),,,,,,
6879,galpen1,avibase-ACAA25BF,Galapagos Penguin,Spheniscus_mendiculus,Spheniscus,Spheniscidae (Penguins),,,,,,
6880,magpen1,avibase-3B4B29E0,Magellanic Penguin,Spheniscus_magellanicus,Spheniscus,Spheniscidae (Penguins),,,,,,
6882,fiopen1,avibase-A143FB33,Fiordland Penguin,Eudyptes_pachyrhynchus,Eudyptes,Spheniscidae (Penguins),,,,,,
6883,bicpen1,avibase-3B58C04E,Erect-crested Penguin,Eudyptes_sclateri,Eudyptes,Spheniscidae (Penguins),,,,,,
6884,macpen1,avibase-2C2BC004,Macaroni Penguin,Eudyptes_chrysolophus,Eudyptes,Spheniscidae (Penguins),,,,,,
6885,roypen1,avibase-01A11B3A,Royal Penguin,Eudyptes_schlegeli,Eudyptes,Spheniscidae (Penguins),,,,,,
6886,rocpen1,avibase-4023CC81,Southern Rockhopper Penguin,Eudyptes_chrysocome,Eudyptes,Spheniscidae (Penguins),,,,,,
6890,rocpen4,avibase-8722DFC2,Moseley's Rockhopper Penguin,Eudyptes_moseleyi,Eudyptes,Spheniscidae (Penguins),,,,,,
6891,snapen1,avibase-5EA37AA8,Snares Penguin,Eudyptes_robustus,Eudyptes,Spheniscidae (Penguins),,,,,,
6894,royalb3,avibase-1A5E5AE7,Northern Royal Albatross,Diomedea_sanfordi,Diomedea,Diomedeidae (Albatrosses),"Diomedea_sanfordi, Diomedea_epomophora",,"Until recently, the Northern Royal Albatross was normally considered conspecific with the Southern Royal Albatross (Diomedea epomophora)",,,
6895,royalb2,avibase-4D8C9B97,Southern Royal Albatross,Diomedea_epomophora,Diomedea,Diomedeidae (Albatrosses),,,,,,
6897,wanalb1,avibase-A28D8D38,Snowy Albatross,Diomedea_exulans,Diomedea,Diomedeidae (Albatrosses),,,,,,
6898,wanalb3,avibase-1048BC8A,Tristan Albatross,Diomedea_dabbenena,Diomedea,Diomedeidae (Albatrosses),"Diomedea_exulans, Diomedea_dabbenena, Diomedea_antipodensis, Diomedea_amsterdamensis",,"other taxa in exulans group (D. exulans, D. antipodensis and D. dabbenena)",,,
6900,antalb1,avibase-89706CA9,Antipodean Albatross,Diomedea_antipodensis,Diomedea,Diomedeidae (Albatrosses),"Diomedea_exulans, Diomedea_dabbenena, Diomedea_antipodensis, Diomedea_amsterdamensis",,"other taxa in exulans group (D. exulans, D. antipodensis and D. dabbenena)",,,
6904,wanalb5,avibase-D93548A7,Amsterdam Albatross,Diomedea_amsterdamensis,Diomedea,Diomedeidae (Albatrosses),"Diomedea_exulans, Diomedea_dabbenena, Diomedea_antipodensis, Diomedea_amsterdamensis",,"other taxa in exulans group (D. exulans, D. antipodensis and D. dabbenena)",,,
6907,wavalb,avibase-1BC289CB,Waved Albatross,Phoebastria_irrorata,Phoebastria,Diomedeidae (Albatrosses),,,,,,
6908,layalb,avibase-98FB6D4B,Laysan Albatross,Phoebastria_immutabilis,Phoebastria,Diomedeidae (Albatrosses),,,,,,
6909,bkfalb,avibase-EE8ECB1D,Black-footed Albatross,Phoebastria_nigripes,Phoebastria,Diomedeidae (Albatrosses),,,,,,
6911,shtalb,avibase-B5565AD8,Short-tailed Albatross,Phoebastria_albatrus,Phoebastria,Diomedeidae (Albatrosses),,,,,,
6912,sooalb1,avibase-4976BF1D,Sooty Albatross,Phoebetria_fusca,Phoebetria,Diomedeidae (Albatrosses),,,,,,
6913,limalb1,avibase-1819ECCE,Light-mantled Albatross,Phoebetria_palpebrata,Phoebetria,Diomedeidae (Albatrosses),,,,,,
6914,yenalb2,avibase-EA2FA918,Atlantic Yellow-nosed Albatross,Thalassarche_chlororhynchos,Thalassarche,Diomedeidae (Albatrosses),,,,,,
6915,yenalb3,avibase-65882F71,Indian Yellow-nosed Albatross,Thalassarche_carteri,Thalassarche,Diomedeidae (Albatrosses),"Thalassarche_chlororhynchos, Thalassarche_carteri",,"Until recently, the Indian Yellow-nosed Albatross was considered conspecific with the Atlantic Yellow-nosed Albatross (Thalassarche chlororhynchos); genetic distance is slight (8), but the Indian Yellow-nosed Albatross differs in its much-reduced blackish triangular patch in front of and around the eye",,,
6917,gyhalb,avibase-0E4475F6,Gray-headed Albatross,Thalassarche_chrysostoma,Thalassarche,Diomedeidae (Albatrosses),,,,,,
6918,bulalb2,avibase-F79F09E1,Buller's Albatross,Thalassarche_bulleri,Thalassarche,Diomedeidae (Albatrosses),,,,,,
6921,whcalb1,avibase-87797B47,White-capped Albatross,Thalassarche_cauta,Thalassarche,Diomedeidae (Albatrosses),,,,,,
6924,salalb1,avibase-25428EB1,Salvin's Albatross,Thalassarche_salvini,Thalassarche,Diomedeidae (Albatrosses),,,,,,
6925,shyalb2,avibase-253271CB,Chatham Albatross,Thalassarche_eremita,Thalassarche,Diomedeidae (Albatrosses),,,,,,
6927,bkbalb,avibase-F9FCB9FF,Black-browed Albatross,Thalassarche_melanophris,Thalassarche,Diomedeidae (Albatrosses),,,,,,
6934,wispet,avibase-D295D249,Wilson's Storm-Petrel,Oceanites_oceanicus,Oceanites,Oceanitidae (Southern Storm-Petrels),,,,,,
6939,pumstp1,avibase-7A8599C2,Pincoya Storm-Petrel,Oceanites_pincoyae,Oceanites,Oceanitidae (Southern Storm-Petrels),Oceanites,,MJI three-species genus match,,,
6941,wvspet1,avibase-934FEF66,Elliot's Storm-Petrel,Oceanites_gracilis,Oceanites,Oceanitidae (Southern Storm-Petrels),Oceanites,,MJI three-species genus match,,,
6945,gybstp1,avibase-F5C74C92,Gray-backed Storm-Petrel,Garrodia_nereis,Garrodia,Oceanitidae (Southern Storm-Petrels),,,,,,
6946,wfspet,avibase-E9DF118E,White-faced Storm-Petrel,Pelagodroma_marina,Pelagodroma,Oceanitidae (Southern Storm-Petrels),,,,,,
6953,wbspet1,avibase-224E1093,White-bellied Storm-Petrel,Fregetta_grallaria,Fregetta,Oceanitidae (Southern Storm-Petrels),,,,,,
6959,nezstp1,avibase-5DB83DA9,New Zealand Storm-Petrel,Fregetta_maoriana,Fregetta,Oceanitidae (Southern Storm-Petrels),Fregetta,,"MJI guessed close to New Caledonian, very similar morphology, but that taxon not recognized in 2021 taxonomy",,,
6960,necstp1,avibase-AF97355A,New Caledonian Storm-Petrel,Fregetta_lineata,Fregetta,Oceanitidae (Southern Storm-Petrels),Fregetta,,"BOW section is wishy-washy, just add at genus level",,,
6961,bbspet1,avibase-ACE8EADE,Black-bellied Storm-Petrel,Fregetta_tropica,Fregetta,Oceanitidae (Southern Storm-Petrels),,,,,,
6965,pospet1,avibase-89BF14AC,Polynesian Storm-Petrel,Nesofregetta_fuliginosa,Nesofregetta,Oceanitidae (Southern Storm-Petrels),Oceanitidae (Southern Storm-Petrels),Oceanites; Garrodia; Pelagodroma; Fregetta,,,,
6967,bripet,avibase-E1638A37,European Storm-Petrel,Hydrobates_pelagicus,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6970,ftspet,avibase-DD814006,Fork-tailed Storm-Petrel,Hydrobates_furcatus,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6973,rispet1,avibase-5F5C5FD3,Ringed Storm-Petrel,Hydrobates_hornbyi,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_hornbyi, Hydrobates_leucorhous, Hydrobates_socorroensis, Hydrobates_cheimomnestes, Hydrobates_monorhis, Hydrobates_homochroa","Hydrobates_leucorhous, Hydrobates_socorroensis, Hydrobates_cheimomnestes",ETM pieced this species group together from BOW info,,,
6974,lcspet,avibase-C5FB15C6,Leach's Storm-Petrel,Hydrobates_leucorhous,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6977,leastp5,avibase-C794DCC7,Townsend's Storm-Petrel,Hydrobates_socorroensis,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_leucorhous, Hydrobates_socorroensis, Hydrobates_cheimomnestes",,MJI says make sure these are a small clade based on recent splits,,,
6981,leastp2,avibase-B57A7ED2,Ainley's Storm-Petrel,Hydrobates_cheimomnestes,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_leucorhous, Hydrobates_socorroensis, Hydrobates_cheimomnestes",,MJI says make sure these are a small clade based on recent splits,,,
6983,swspet,avibase-80DE8670,Swinhoe's Storm-Petrel,Hydrobates_monorhis,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6984,asspet,avibase-04B43245,Ashy Storm-Petrel,Hydrobates_homochroa,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6985,barpet,avibase-D3FAE385,Band-rumped Storm-Petrel,Hydrobates_castro,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6989,monstp1,avibase-3E579E5B,Monteiro's Storm-Petrel,Hydrobates_monteiroi,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_castro, Hydrobates_monteiroi, Hydrobates_jabejabe",,MJI guess based on morphology and recent split,,,
6990,cavstp1,avibase-0F6A5DD6,Cape Verde Storm-Petrel,Hydrobates_jabejabe,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_castro, Hydrobates_monteiroi, Hydrobates_jabejabe",,MJI guess based on morphology and recent split,,,
6992,wrspet,avibase-7BE70E1F,Wedge-rumped Storm-Petrel,Hydrobates_tethys,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6995,bkspet,avibase-149499C6,Black Storm-Petrel,Hydrobates_melania,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
6996,guspet,avibase-6FC4B715,Guadalupe Storm-Petrel,Hydrobates_macrodactylus,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_melania, Hydrobates_macrodactylus, Hydrobates_markhami",,MJI,,,
6997,maspet,avibase-326E50B4,Markham's Storm-Petrel,Hydrobates_markhami,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_melania, Hydrobates_macrodactylus, Hydrobates_markhami",,MJI,,,
6999,maspet2,avibase-6AA236DD,Matsudaira's Storm-Petrel,Hydrobates_matsudairae,Hydrobates,Hydrobatidae (Northern Storm-Petrels),"Hydrobates_matsudairae, Hydrobates_tristrami",,MJI,,,
7001,trspet,avibase-EDF95934,Tristram's Storm-Petrel,Hydrobates_tristrami,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
7002,lsspet,avibase-183CC218,Least Storm-Petrel,Hydrobates_microsoma,Hydrobates,Hydrobatidae (Northern Storm-Petrels),,,,,,
7008,angpet1,avibase-C1706A8B,Southern Giant-Petrel,Macronectes_giganteus,Macronectes,Procellariidae (Shearwaters and Petrels),,,,,,
7009,norgip1,avibase-F504C8DE,Northern Giant-Petrel,Macronectes_halli,Macronectes,Procellariidae (Shearwaters and Petrels),,,,,,
7011,norful,avibase-049D9AEA,Northern Fulmar,Fulmarus_glacialis,Fulmarus,Procellariidae (Shearwaters and Petrels),,,,,,
7016,souful1,avibase-10C2881A,Southern Fulmar,Fulmarus_glacialoides,Fulmarus,Procellariidae (Shearwaters and Petrels),,,,,,
7017,antpet1,avibase-53518617,Antarctic Petrel,Thalassoica_antarctica,Thalassoica,Procellariidae (Shearwaters and Petrels),,,,,,
7018,cappet,avibase-AAC2D613,Pintado Petrel,Daption_capense,Daption,Procellariidae (Shearwaters and Petrels),,,,,,
7021,snopet1,avibase-BB999943,Snow Petrel,Pagodroma_nivea,Pagodroma,Procellariidae (Shearwaters and Petrels),,,,,,
7024,kerpet2,avibase-62797BD3,Kerguelen Petrel,Aphrodroma_brevirostris,Aphrodroma,Procellariidae (Shearwaters and Petrels),,,,,,
7025,lshpet1,avibase-DC04FCD9,Large St. Helena Petrel,Pterodroma_rupinarum,Pterodroma,Procellariidae (Shearwaters and Petrels),Pterodroma,,,,,
7026,grwpet3,avibase-508E7E59,Great-winged Petrel,Pterodroma_macroptera,Pterodroma,Procellariidae (Shearwaters and Petrels),,,,,,
7027,grwpet2,avibase-DF92B7F9,Gray-faced Petrel,Pterodroma_gouldi,Pterodroma,Procellariidae (Shearwaters and Petrels),,,,,,
7029,kerpet,avibase-889232C7,Kermadec Petrel,Pterodroma_neglecta,Pterodroma,Procellariidae (Shearwaters and Petrels),,,,,,
7032,magpet1,avibase-44C20FFF,Magenta Petrel,Pterodroma_magentae,Pterodroma,Procellariidae (Shearwaters and Petrels),,,,,,
7033,tripet1,avibase-8116523B,Trindade Petrel,Pterodroma_arminjoniana,Pterodroma,Procellariidae (Shearwaters and Petrels),,,,,,
7034,herpet2,avibase-6C348817,Herald Petrel,Pterodroma_heraldica,Pterodroma,Procellariidae (Shearwaters and Petrels),,,,,,
